county,avgcases,avgdeaths,cases,deaths
Belknap County,2,0,4176,100
Carroll County,2,0,2494,13
Cheshire County,0,0,3900,35
Coos County,0,0,2060,43
Grafton County,1,0,4080,28
Hillsborough County,5,0,36414,647
Merrimack County,2,0,9690,116
Rockingham County,6,0,24407,266
Strafford County,3,0,10097,97
Sullivan County,1,0,1886,26
