county,avgcases,avgdeaths,cases,deaths
Hawaii County,6,0,3267,55
"Honolulu, City and County of",28,1,27909,401
Kalawao County,0,0,0,0
Kauai County,2,0,368,2
Maui County,5,0,4891,57
