county,avgcases,avgdeaths,cases,deaths
Androscoggin County,3,0,8412,86
Aroostook County,1,0,1903,48
Cumberland County,3,0,17255,200
Franklin County,2,0,1392,15
Hancock County,0,0,1376,38
Kennebec County,1,0,6608,74
Knox County,0,0,1147,6
Lincoln County,0,0,1081,3
Oxford County,1,0,3648,68
Penobscot County,4,0,6352,98
Piscataquis County,0,0,588,7
Sagadahoc County,0,0,1474,11
Somerset County,1,0,2288,32
Waldo County,0,0,1052,21
Washington County,0,0,944,18
York County,5,0,13534,134
